pmid	doi	year	title	Hugo_Symbol
26104880	10.1038/ncomms8553	2015	Inherited coding variants at the CDKN2A locus influence susceptibility to acute lymphoblastic leukaemia in children.	ARID5B
26575185	10.1371/journal.pone.0143343	2015	Somatic Mutation Allelic Ratio Test Using ddPCR (SMART-ddPCR): An Accurate Method for Assessment of Preferential Allelic Imbalance in Tumor DNA.	ARID5B
23975371	10.1007/s13277-013-1097-0	2014	ARID5B gene rs10821936 polymorphism is associated with childhood acute lymphoblastic leukemia: a meta-analysis based on 39,116 subjects.	ARID5B
24200646	10.1016/j.bcmd.2013.10.003	2014	High-resolution melting analyses for genetic variants in ARID5B and IKZF1 with childhood acute lymphoblastic leukemia susceptibility loci in Taiwan.	ARID5B
24497567	10.3324/haematol.2013.090720	2014	Germline variants in IKZF1, ARID5B, and CEBPE as risk factors for adult-onset acute lymphoblastic leukemia: an analysis from the GMALL study group.	ARID5B
24712521	10.1111/bjh.12886	2014	Associations of novel genetic variations in the folate-related and ARID5B genes with the pharmacokinetics and toxicity of high-dose methotrexate in paediatric acute lymphoblastic leukaemia.	ARID5B
24753091	10.1002/ajh.23727	2014	Genomic ancestry and somatic alterations correlate with age at diagnosis in Hispanic children with B-cell acute lymphoblastic leukemia.	ARID5B
25096228	10.1159/000363660	2014	A new system identification approach to identify genetic variants in sequencing studies for a binary phenotype.	ARID5B
25124600	10.7314/apjcp.2014.15.15.6211	2014	Associations between AT-rich interactive domain 5B gene polymorphisms and risk of childhood acute lymphoblastic leukemia: a meta-analysis.	ARID5B
25297793		2014	Genomic evaluations of childhood acute lymphoblastic leukemia susceptibility across race/ethnicities.	ARID5B
25310577	10.1371/journal.pone.0110255	2014	Confirmation of childhood acute lymphoblastic leukemia variants, ARID5B and IKZF1, and interaction with parental environmental exposures.	ARID5B
22422485	10.1002/pbc.24131	2013	Genetic variants modify susceptibility to leukemia in infants: a Children's Oncology Group report.	ARID5B
23382691	10.1371/journal.pgen.1003225	2013	Loci associated with N-glycosylation of human immunoglobulin G show pleiotropy with autoimmune diseases and haematological cancers.	ARID5B
23512250	10.1093/jnci/djt042	2013	Novel susceptibility variants at 10p12.31-12.2 for childhood acute lymphoblastic leukemia in ethnically diverse populations.	ARID5B
23608171	10.1016/j.gene.2013.04.028	2013	Association of three polymorphisms in ARID5B, IKZF1 and CEBPE with the risk of childhood acute lymphoblastic leukemia in a Chinese population.	ARID5B
23692655	10.1016/j.leukres.2013.04.022	2013	ARID5B and IKZF1 variants, selected demographic factors, and childhood acute lymphoblastic leukemia: a report from the Children's Oncology Group.	ARID5B
23836053	10.1007/s10552-013-0256-3	2013	Genetic variants in ARID5B and CEBPE are childhood ALL susceptibility loci in Hispanics.	ARID5B
23996088	10.1182/blood-2013-03-491316	2013	Variation at 10p12.2 and 10p14 influences risk of childhood B-cell acute lymphoblastic leukemia and phenotype.	ARID5B
24013273	10.1007/s00432-013-1512-3	2013	Intron 3 of the ARID5B gene: a hot spot for acute lymphoblastic leukemia susceptibility.	ARID5B
22076464	10.1038/leu.2011.302	2012	Identification of germline susceptibility loci in ETV6-RUNX1-rearranged childhood acute lymphoblastic leukemia.	ARID5B
22291082	10.1200/JCO.2011.38.0345	2012	ARID5B genetic polymorphisms contribute to racial disparities in the incidence and treatment outcome of childhood acute lymphoblastic leukemia.	ARID5B
22660188	10.1038/leu.2012.148	2012	Genetic polymorphisms and childhood acute lymphoblastic leukemia: GWAS of the ESCALE study (SFCE).	ARID5B
23016962	10.1111/bjh.12063	2012	Genetic polymorphisms in ARID5B, CEBPE, IKZF1 and CDKN2A in relation with risk of acute lymphoblastic leukaemia in adults: a Group for Research on Adult Acute Lymphoblastic Leukaemia (GRAALL) study.	ARID5B
23021489	10.1186/1755-8794-5-42	2012	Candidate gene association study in pediatric acute lymphoblastic leukemia evaluated by Bayesian network based Bayesian multilevel analysis of relevance.	ARID5B
23114164		2012	[Research advances on correlation of ARID5B gene with childhood acute lymphoblastic leukemia - review].	ARID5B
21889209	10.1016/j.leukres.2011.07.034	2011	Role of 657del5 NBN mutation and 7p12.2 (IKZF1), 9p21 (CDKN2A), 10q21.2 (ARID5B) and 14q11.2 (CEBPE) variation and risk of childhood ALL in the Polish population.	ARID5B
20042726	10.1182/blood-2009-09-241513	2010	Verification of the susceptibility loci on 7p12.2, 10q21.2, and 14q11.2 in precursor B-cell acute lymphoblastic leukemia of childhood.	ARID5B
20054350	10.1038/leu.2009.277	2010	ARID5B SNP rs10821936 is associated with risk of childhood acute lymphoblastic leukemia in blacks and contributes to racial differences in leukemia incidence.	ARID5B
20189245	10.1016/j.leukres.2010.02.001	2010	Genome-wide association study of childhood acute lymphoblastic leukemia in Korea.	ARID5B
20460642	10.3324/haematol.2010.022459	2010	Replication analysis confirms the association of ARID5B with childhood B-cell acute lymphoblastic leukemia.	ARID5B
20538337	10.1016/j.leukres.2010.05.013	2010	Genetic variation and the risk of acute lymphoblastic leukemia.	ARID5B
21098271	10.1073/pnas.1006981107	2010	Genetic landscape of high hyperdiploid childhood acute lymphoblastic leukemia.	ARID5B
19684603	10.1038/ng.432	2009	Germline genomic variants associated with childhood acute lymphoblastic leukemia.	ARID5B
19684604	10.1038/ng.430	2009	Loci on 7p12.2, 10q21.2 and 14q11.2 are associated with risk of childhood acute lymphoblastic leukemia.	ARID5B
19710713	10.1038/ng0909-957	2009	Inherited susceptibility to pediatric acute lymphoblastic leukemia.	ARID5B
